x,y,z
465,107.60000610351562,a
465,108.60000610351562,a
465,108.60000610351562,a
467,108.60000610351562,a
467,109.60000610351562,a
468,110.60000610351562,a
469,110.60000610351562,a
469,111.60000610351562,a
469,112.60000610351562,a
469,112.60000610351562,a
469,112.60000610351562,a
470,112.60000610351562,a
471,113.60000610351562,a
472,114.60000610351562,a
473,114.60000610351562,a
473,115.60000610351562,a
473,116.60000610351562,a
474,116.60000610351562,a
177,400.5999984741211,a
177,400.5999984741211,a
178,401.5999984741211,a
178,402.5999984741211,a
179,403.5999984741211,a
180,404.5999984741211,a
180,404.5999984741211,a
181,404.5999984741211,a
181,405.5999984741211,a
182,405.5999984741211,a
182,406.5999984741211,a
183,407.5999984741211,a
184,408.5999984741211,a
185,408.5999984741211,a
185,408.5999984741211,a
185,409.5999984741211,a
186,409.5999984741211,a
187,411.5999984741211,a
188,412.5999984741211,a
188,412.5999984741211,a
189,412.5999984741211,a
189,415.5999984741211,a
190,415.5999984741211,a
191,416.5999984741211,a
192,417.5999984741211,a
193,418.5999984741211,a
193,418.5999984741211,a
193,419.5999984741211,a
194,419.5999984741211,a
195,420.5999984741211,a
196,420.5999984741211,a
197,420.5999984741211,a
197,421.5999984741211,a
198,421.5999984741211,a
199,422.5999984741211,a
200,422.5999984741211,a
201,422.5999984741211,a
201,423.5999984741211,a
203,424.5999984741211,a
204,424.5999984741211,a
205,424.5999984741211,a
206,424.5999984741211,a
207,424.5999984741211,a
209,425.5999984741211,a
209,426.5999984741211,a
211,426.5999984741211,a
212,426.5999984741211,a
213,427.5999984741211,a
214,427.5999984741211,a
215,428.5999984741211,a
217,428.5999984741211,a
218,428.5999984741211,a
219,428.5999984741211,a
221,428.5999984741211,a
222,429.5999984741211,a
223,430.5999984741211,a
224,430.5999984741211,a
225,430.5999984741211,a
225,430.5999984741211,a
226,430.5999984741211,a
227,430.5999984741211,a
229,430.5999984741211,a
230,431.5999984741211,a
231,431.5999984741211,a
233,431.5999984741211,a
233,431.5999984741211,a
234,432.5999984741211,a
236,432.5999984741211,a
237,432.5999984741211,a
238,432.5999984741211,a
239,432.5999984741211,a
241,433.5999984741211,a
241,433.5999984741211,a
242,434.5999984741211,a
244,434.5999984741211,a
245,434.5999984741211,a
246,434.5999984741211,a
247,434.5999984741211,a
249,435.5999984741211,a
250,435.5999984741211,a
251,435.5999984741211,a
252,435.5999984741211,a
253,436.5999984741211,a
254,436.5999984741211,a
256,436.5999984741211,a
257,436.5999984741211,a
257,436.5999984741211,a
258,436.5999984741211,a
259,436.5999984741211,a
260,436.5999984741211,a
261,436.5999984741211,a
262,436.5999984741211,a
264,436.5999984741211,a
265,436.5999984741211,a
266,436.5999984741211,a
267,436.5999984741211,a
269,436.5999984741211,a
269,436.5999984741211,a
270,436.5999984741211,a
271,436.5999984741211,a
272,436.5999984741211,a
273,436.5999984741211,a
273,436.5999984741211,a
274,436.5999984741211,a
275,436.5999984741211,a
276,437.5999984741211,a
277,437.5999984741211,a
277,437.5999984741211,a
278,437.5999984741211,a
279,438.5999984741211,a
280,438.5999984741211,a
281,438.5999984741211,a
281,438.5999984741211,a
282,439.5999984741211,a
283,439.5999984741211,a
284,439.5999984741211,a
285,439.5999984741211,a
285,439.5999984741211,a
286,439.5999984741211,a
287,439.5999984741211,a
288,439.5999984741211,a
287,439.5999984741211,a
394,435.5999984741211,a
395,435.5999984741211,a
396,435.5999984741211,a
397,435.5999984741211,a
397,435.5999984741211,a
398,435.5999984741211,a
399,435.5999984741211,a
400,435.5999984741211,a
401,435.5999984741211,a
401,435.5999984741211,a
402,435.5999984741211,a
403,435.5999984741211,a
404,435.5999984741211,a
405,435.5999984741211,a
406,435.5999984741211,a
407,435.5999984741211,a
408,435.5999984741211,a
409,435.5999984741211,a
409,435.5999984741211,a
410,435.5999984741211,a
411,435.5999984741211,a
412,435.5999984741211,a
414,436.5999984741211,a
415,436.5999984741211,a
416,436.5999984741211,a
417,436.5999984741211,a
418,436.5999984741211,a
419,436.5999984741211,a
421,436.5999984741211,a
421,436.5999984741211,a
422,436.5999984741211,a
424,436.5999984741211,a
425,436.5999984741211,a
426,436.5999984741211,a
427,436.5999984741211,a
428,437.5999984741211,a
429,437.5999984741211,a
429,438.5999984741211,a
431,438.5999984741211,a
432,438.5999984741211,a
433,438.5999984741211,a
433,438.5999984741211,a
434,438.5999984741211,a
435,438.5999984741211,a
436,439.5999984741211,a
437,439.5999984741211,a
437,439.5999984741211,a
439,439.5999984741211,a
441,439.5999984741211,a
441,439.5999984741211,a
443,439.5999984741211,a
444,439.5999984741211,a
445,439.5999984741211,a
446,439.5999984741211,a
447,439.5999984741211,a
449,439.5999984741211,a
450,439.5999984741211,a
453,439.5999984741211,a
454,439.5999984741211,a
456,439.5999984741211,a
457,439.5999984741211,a
458,439.5999984741211,a
459,439.5999984741211,a
460,439.5999984741211,a
461,439.5999984741211,a
461,439.5999984741211,a
462,439.5999984741211,a
463,439.5999984741211,a
465,439.5999984741211,a
465,439.5999984741211,a
467,439.5999984741211,a
468,439.5999984741211,a
469,439.5999984741211,a
469,439.5999984741211,a
470,439.5999984741211,a
471,439.5999984741211,a
473,438.5999984741211,a
474,437.5999984741211,a
475,436.5999984741211,a
477,436.5999984741211,a
478,436.5999984741211,a
479,436.5999984741211,a
481,435.5999984741211,a
482,435.5999984741211,a
483,435.5999984741211,a
485,433.5999984741211,a
485,432.5999984741211,a
487,432.5999984741211,a
489,432.5999984741211,a
490,431.5999984741211,a
492,431.5999984741211,a
493,431.5999984741211,a
493,430.5999984741211,a
494,429.5999984741211,a
496,428.5999984741211,a
497,428.5999984741211,a
497,428.5999984741211,a
498,427.5999984741211,a
500,427.5999984741211,a
501,426.5999984741211,a
502,425.5999984741211,a
503,425.5999984741211,a
504,424.5999984741211,a
505,424.5999984741211,a
506,423.5999984741211,a
508,422.5999984741211,a
509,422.5999984741211,a
510,421.5999984741211,a
512,420.5999984741211,a
513,420.5999984741211,a
513,419.5999984741211,a
514,418.5999984741211,a
515,417.5999984741211,a
516,417.5999984741211,a
517,417.5999984741211,a
518,416.5999984741211,a
519,415.5999984741211,a
520,415.5999984741211,a
520,414.5999984741211,a
521,413.5999984741211,a
521,413.5999984741211,a
521,412.5999984741211,a
521,412.5999984741211,a
257,70.60000610351562,b
258,70.60000610351562,b
259,70.60000610351562,b
259,71.60000610351562,b
260,71.60000610351562,b
261,71.60000610351562,b
261,72.60000610351562,b
261,72.60000610351562,b
261,72.60000610351562,b
262,72.60000610351562,b
262,73.60000610351562,b
263,74.60000610351562,b
263,75.60000610351562,b
264,75.60000610351562,b
265,76.60000610351562,b
265,76.60000610351562,b
267,77.60000610351562,b
267,78.60000610351562,b
267,79.60000610351562,b
269,80.60000610351562,b
269,80.60000610351562,b
269,80.60000610351562,b
270,82.60000610351562,b
271,83.60000610351562,b
271,84.60000610351562,b
272,85.60000610351562,b
273,87.60000610351562,b
274,88.60000610351562,b
275,88.60000610351562,b
277,90.60000610351562,b
277,91.60000610351562,b
278,92.60000610351562,b
279,93.60000610351562,b
281,94.60000610351562,b
281,95.60000610351562,b
283,96.60000610351562,b
284,97.60000610351562,b
286,98.60000610351562,b
287,98.60000610351562,b
288,99.60000610351562,b
289,100.60000610351562,b
290,100.60000610351562,b
291,101.60000610351562,b
292,102.60000610351562,b
293,102.60000610351562,b
293,103.60000610351562,b
294,103.60000610351562,b
295,103.60000610351562,b
297,104.60000610351562,b
297,104.60000610351562,b
298,104.60000610351562,b
300,104.60000610351562,b
301,104.60000610351562,b
302,104.60000610351562,b
303,104.60000610351562,b
305,104.60000610351562,b
305,104.60000610351562,b
306,104.60000610351562,b
308,105.60000610351562,b
309,105.60000610351562,b
309,106.60000610351562,b
310,106.60000610351562,b
313,106.60000610351562,b
313,106.60000610351562,b
314,106.60000610351562,b
316,106.60000610351562,b
317,106.60000610351562,b
318,106.60000610351562,b
319,107.60000610351562,b
320,107.60000610351562,b
321,107.60000610351562,b
322,107.60000610351562,b
323,107.60000610351562,b
324,108.60000610351562,b
325,108.60000610351562,b
326,108.60000610351562,b
327,108.60000610351562,b
328,108.60000610351562,b
329,108.60000610351562,b
329,108.60000610351562,b
330,108.60000610351562,b
331,108.60000610351562,b
333,109.60000610351562,b
334,109.60000610351562,b
335,109.60000610351562,b
336,109.60000610351562,b
337,109.60000610351562,b
338,109.60000610351562,b
339,109.60000610351562,b
340,109.60000610351562,b
341,109.60000610351562,b
342,109.60000610351562,b
343,109.60000610351562,b
344,109.60000610351562,b
345,110.60000610351562,b
346,110.60000610351562,b
348,110.60000610351562,b
349,110.60000610351562,b
349,110.60000610351562,b
351,110.60000610351562,b
352,110.60000610351562,b
353,110.60000610351562,b
355,110.60000610351562,b
356,110.60000610351562,b
357,110.60000610351562,b
357,110.60000610351562,b
358,110.60000610351562,b
359,110.60000610351562,b
360,110.60000610351562,b
361,110.60000610351562,b
361,110.60000610351562,b
362,110.60000610351562,b
363,110.60000610351562,b
364,110.60000610351562,b
365,110.60000610351562,b
365,110.60000610351562,b
366,110.60000610351562,b
367,110.60000610351562,b
368,110.60000610351562,b
369,110.60000610351562,b
370,110.60000610351562,b
371,110.60000610351562,b
372,110.60000610351562,b
373,110.60000610351562,b
375,110.60000610351562,b
377,110.60000610351562,b
379,111.60000610351562,b
380,111.60000610351562,b
381,111.60000610351562,b
382,111.60000610351562,b
383,111.60000610351562,b
385,111.60000610351562,b
385,111.60000610351562,b
387,111.60000610351562,b
389,111.60000610351562,b
389,111.60000610351562,b
390,111.60000610351562,b
391,111.60000610351562,b
393,111.60000610351562,b
393,111.60000610351562,b
394,111.60000610351562,b
395,111.60000610351562,b
396,111.60000610351562,b
397,111.60000610351562,b
398,111.60000610351562,b
399,111.60000610351562,b
401,111.60000610351562,b
402,111.60000610351562,b
403,111.60000610351562,b
405,111.60000610351562,b
405,111.60000610351562,b
406,111.60000610351562,b
407,111.60000610351562,b
408,111.60000610351562,b
409,111.60000610351562,b
409,110.60000610351562,b
411,110.60000610351562,b
413,109.60000610351562,b
413,109.60000610351562,b
414,109.60000610351562,b
414,108.60000610351562,b
415,108.60000610351562,b
416,107.60000610351562,b
417,107.60000610351562,b
418,106.60000610351562,b
419,105.60000610351562,b
421,105.60000610351562,b
421,104.60000610351562,b
421,104.60000610351562,b
422,104.60000610351562,b
422,103.60000610351562,b
424,103.60000610351562,b
425,102.60000610351562,b
426,101.60000610351562,b
427,101.60000610351562,b
429,100.60000610351562,b
429,100.60000610351562,b
430,99.60000610351562,b
432,99.60000610351562,b
433,99.60000610351562,b
433,98.60000610351562,b
433,98.60000610351562,b
434,98.60000610351562,b
435,97.60000610351562,b
437,96.60000610351562,b
437,96.60000610351562,b
438,95.60000610351562,b
440,95.60000610351562,b
441,95.60000610351562,b
441,94.60000610351562,b
441,94.60000610351562,b
442,93.60000610351562,b
443,92.60000610351562,b
444,92.60000610351562,b
445,91.60000610351562,b
446,91.60000610351562,b
447,90.60000610351562,b
448,89.60000610351562,b
449,88.60000610351562,b
449,88.60000610351562,b
451,87.60000610351562,b
452,86.60000610351562,b
453,85.60000610351562,b
453,85.60000610351562,b
454,84.60000610351562,b
454,84.60000610351562,b
455,84.60000610351562,b
456,83.60000610351562,b
456,81.60000610351562,b
457,81.60000610351562,b
458,81.60000610351562,b
458,80.60000610351562,b
460,80.60000610351562,b
460,79.60000610351562,b
460,78.60000610351562,b
460,77.60000610351562,b
461,77.60000610351562,b
461,76.60000610351562,b
461,76.60000610351562,b
462,75.60000610351562,b
463,73.60000610351562,b
464,72.60000610351562,b
464,72.60000610351562,b
464,71.60000610351562,b
464,69.60000610351562,b
465,69.60000610351562,b
465,68.60000610351562,b
465,68.60000610351562,b
465,68.60000610351562,b
466,68.60000610351562,b
466,67.60000610351562,b
466,66.60000610351562,b
467,66.60000610351562,b
467,67.60000610351562,b
180,415.5999984741211,b
184,415.5999984741211,b
185,415.5999984741211,b
185,415.5999984741211,b
186,415.5999984741211,b
187,415.5999984741211,b
189,415.5999984741211,b
190,415.5999984741211,b
191,415.5999984741211,b
193,415.5999984741211,b
195,415.5999984741211,b
197,415.5999984741211,b
198,415.5999984741211,b
200,415.5999984741211,b
202,415.5999984741211,b
204,415.5999984741211,b
205,415.5999984741211,b
207,415.5999984741211,b
208,415.5999984741211,b
209,415.5999984741211,b
211,415.5999984741211,b
212,415.5999984741211,b
214,415.5999984741211,b
215,415.5999984741211,b
217,415.5999984741211,b
218,415.5999984741211,b
220,415.5999984741211,b
221,415.5999984741211,b
223,415.5999984741211,b
224,415.5999984741211,b
225,416.5999984741211,b
226,416.5999984741211,b
229,416.5999984741211,b
231,416.5999984741211,b
232,416.5999984741211,b
233,416.5999984741211,b
236,416.5999984741211,b
237,416.5999984741211,b
240,416.5999984741211,b
241,416.5999984741211,b
242,416.5999984741211,b
244,416.5999984741211,b
245,416.5999984741211,b
247,416.5999984741211,b
248,416.5999984741211,b
249,416.5999984741211,b
250,416.5999984741211,b
252,416.5999984741211,b
253,416.5999984741211,b
255,416.5999984741211,b
257,416.5999984741211,b
259,417.5999984741211,b
261,417.5999984741211,b
263,417.5999984741211,b
265,417.5999984741211,b
266,417.5999984741211,b
268,417.5999984741211,b
269,417.5999984741211,b
270,418.5999984741211,b
272,418.5999984741211,b
273,418.5999984741211,b
274,418.5999984741211,b
276,419.5999984741211,b
277,419.5999984741211,b
278,419.5999984741211,b
280,419.5999984741211,b
281,419.5999984741211,b
282,419.5999984741211,b
284,420.5999984741211,b
285,420.5999984741211,b
286,420.5999984741211,b
287,420.5999984741211,b
288,420.5999984741211,b
289,420.5999984741211,b
289,420.5999984741211,b
397,417.5999984741211,b
397,417.5999984741211,b
398,417.5999984741211,b
399,417.5999984741211,b
401,417.5999984741211,b
403,417.5999984741211,b
404,417.5999984741211,b
405,417.5999984741211,b
406,417.5999984741211,b
408,417.5999984741211,b
409,417.5999984741211,b
410,417.5999984741211,b
412,417.5999984741211,b
414,417.5999984741211,b
415,417.5999984741211,b
417,417.5999984741211,b
418,417.5999984741211,b
420,417.5999984741211,b
422,417.5999984741211,b
425,417.5999984741211,b
426,417.5999984741211,b
429,417.5999984741211,b
431,416.5999984741211,b
433,416.5999984741211,b
435,416.5999984741211,b
437,416.5999984741211,b
440,416.5999984741211,b
441,416.5999984741211,b
443,416.5999984741211,b
444,416.5999984741211,b
445,416.5999984741211,b
447,416.5999984741211,b
449,416.5999984741211,b
451,416.5999984741211,b
453,416.5999984741211,b
454,416.5999984741211,b
456,416.5999984741211,b
457,416.5999984741211,b
458,416.5999984741211,b
461,416.5999984741211,b
463,416.5999984741211,b
465,416.5999984741211,b
467,416.5999984741211,b
469,416.5999984741211,b
472,416.5999984741211,b
473,416.5999984741211,b
476,416.5999984741211,b
478,416.5999984741211,b
481,416.5999984741211,b
482,416.5999984741211,b
484,416.5999984741211,b
486,416.5999984741211,b
487,416.5999984741211,b
488,416.5999984741211,b
489,416.5999984741211,b
490,416.5999984741211,b
493,416.5999984741211,b
494,416.5999984741211,b
497,416.5999984741211,b
497,416.5999984741211,b
498,416.5999984741211,b
499,416.5999984741211,b
500,416.5999984741211,b
501,416.5999984741211,b
503,416.5999984741211,b
505,416.5999984741211,b
508,416.5999984741211,b
509,415.5999984741211,b
511,415.5999984741211,b
512,415.5999984741211,b
513,415.5999984741211,b
256,70.60000610351562,c
256,71.60000610351562,c
256,73.60000610351562,c
256,74.60000610351562,c
256,76.60000610351562,c
256,76.60000610351562,c
256,77.60000610351562,c
256,78.60000610351562,c
256,79.60000610351562,c
256,80.60000610351562,c
256,84.60000610351562,c
256,86.60000610351562,c
256,88.60000610351562,c
256,90.60000610351562,c
256,91.60000610351562,c
256,92.60000610351562,c
256,92.60000610351562,c
256,93.60000610351562,c
256,94.60000610351562,c
256,98.60000610351562,c
256,101.60000610351562,c
256,103.60000610351562,c
256,104.60000610351562,c
256,105.60000610351562,c
256,106.60000610351562,c
256,107.60000610351562,c
256,108.60000610351562,c
256,109.60000610351562,c
256,110.60000610351562,c
256,112.60000610351562,c
256,112.60000610351562,c
256,113.60000610351562,c
256,114.60000610351562,c
257,114.60000610351562,c
257,114.60000610351562,c
258,114.60000610351562,c
259,113.60000610351562,c
260,112.60000610351562,c
261,112.60000610351562,c
262,110.60000610351562,c
264,110.60000610351562,c
265,109.60000610351562,c
267,108.60000610351562,c
269,108.60000610351562,c
270,108.60000610351562,c
273,108.60000610351562,c
274,108.60000610351562,c
277,107.60000610351562,c
278,107.60000610351562,c
281,107.60000610351562,c
282,106.60000610351562,c
285,106.60000610351562,c
287,106.60000610351562,c
289,106.60000610351562,c
291,105.60000610351562,c
293,105.60000610351562,c
295,104.60000610351562,c
297,104.60000610351562,c
297,104.60000610351562,c
300,104.60000610351562,c
301,104.60000610351562,c
303,104.60000610351562,c
305,104.60000610351562,c
305,103.60000610351562,c
307,103.60000610351562,c
309,102.60000610351562,c
311,102.60000610351562,c
313,102.60000610351562,c
315,102.60000610351562,c
317,102.60000610351562,c
319,101.60000610351562,c
320,100.60000610351562,c
321,100.60000610351562,c
323,100.60000610351562,c
325,100.60000610351562,c
327,100.60000610351562,c
329,100.60000610351562,c
329,99.60000610351562,c
331,99.60000610351562,c
333,98.60000610351562,c
335,98.60000610351562,c
337,98.60000610351562,c
339,98.60000610351562,c
341,98.60000610351562,c
342,98.60000610351562,c
344,98.60000610351562,c
345,98.60000610351562,c
346,97.60000610351562,c
349,97.60000610351562,c
350,97.60000610351562,c
352,97.60000610351562,c
353,97.60000610351562,c
355,97.60000610351562,c
357,97.60000610351562,c
358,97.60000610351562,c
360,97.60000610351562,c
362,96.60000610351562,c
364,96.60000610351562,c
366,96.60000610351562,c
367,96.60000610351562,c
369,96.60000610351562,c
370,96.60000610351562,c
372,96.60000610351562,c
374,96.60000610351562,c
376,96.60000610351562,c
377,96.60000610351562,c
379,96.60000610351562,c
381,96.60000610351562,c
383,96.60000610351562,c
385,96.60000610351562,c
387,96.60000610351562,c
389,96.60000610351562,c
391,96.60000610351562,c
393,96.60000610351562,c
394,96.60000610351562,c
396,96.60000610351562,c
397,97.60000610351562,c
399,97.60000610351562,c
401,97.60000610351562,c
401,97.60000610351562,c
403,98.60000610351562,c
405,99.60000610351562,c
406,100.60000610351562,c
409,100.60000610351562,c
411,100.60000610351562,c
412,100.60000610351562,c
413,100.60000610351562,c
414,101.60000610351562,c
417,102.60000610351562,c
419,103.60000610351562,c
421,104.60000610351562,c
424,104.60000610351562,c
425,104.60000610351562,c
427,104.60000610351562,c
428,104.60000610351562,c
429,105.60000610351562,c
431,106.60000610351562,c
433,108.60000610351562,c
436,108.60000610351562,c
437,109.60000610351562,c
438,109.60000610351562,c
440,109.60000610351562,c
442,111.60000610351562,c
445,112.60000610351562,c
447,113.60000610351562,c
449,114.60000610351562,c
449,114.60000610351562,c
451,116.60000610351562,c
452,116.60000610351562,c
453,117.60000610351562,c
454,118.60000610351562,c
456,118.60000610351562,c
457,119.60000610351562,c
458,120.60000610351562,c
460,120.60000610351562,c
461,120.60000610351562,c
461,119.60000610351562,c
461,118.60000610351562,c
461,117.60000610351562,c
461,116.60000610351562,c
461,116.60000610351562,c
461,115.60000610351562,c
461,114.60000610351562,c
461,113.60000610351562,c
461,112.60000610351562,c
461,112.60000610351562,c
461,111.60000610351562,c
461,108.60000610351562,c
461,105.60000610351562,c
461,103.60000610351562,c
461,99.60000610351562,c
461,95.60000610351562,c
461,92.60000610351562,c
461,91.60000610351562,c
461,90.60000610351562,c
461,89.60000610351562,c
461,88.60000610351562,c
461,86.60000610351562,c
461,84.60000610351562,c
461,81.60000610351562,c
460,80.60000610351562,c
460,79.60000610351562,c
459,78.60000610351562,c
459,77.60000610351562,c
459,76.60000610351562,c
459,75.60000610351562,c
458,74.60000610351562,c
458,72.60000610351562,c
457,72.60000610351562,c
457,72.60000610351562,c
457,70.60000610351562,c
457,68.60000610351562,c
457,68.60000610351562,c
457,67.60000610351562,c
457,66.60000610351562,c
457,65.60000610351562,c
457,64.60000610351562,c
457,64.60000610351562,c
456,64.60000610351562,c
456,65.60000610351562,c
454,65.60000610351562,c
453,66.60000610351562,c
453,66.60000610351562,c
452,66.60000610351562,c
452,67.60000610351562,c
450,67.60000610351562,c
449,68.60000610351562,c
449,68.60000610351562,c
448,68.60000610351562,c
445,70.60000610351562,c
443,71.60000610351562,c
441,72.60000610351562,c
441,72.60000610351562,c
440,72.60000610351562,c
437,72.60000610351562,c
436,73.60000610351562,c
434,73.60000610351562,c
432,74.60000610351562,c
429,74.60000610351562,c
427,75.60000610351562,c
425,75.60000610351562,c
421,76.60000610351562,c
420,76.60000610351562,c
417,76.60000610351562,c
415,76.60000610351562,c
413,77.60000610351562,c
410,77.60000610351562,c
409,77.60000610351562,c
407,78.60000610351562,c
405,78.60000610351562,c
401,78.60000610351562,c
400,78.60000610351562,c
398,78.60000610351562,c
397,78.60000610351562,c
395,78.60000610351562,c
393,78.60000610351562,c
389,78.60000610351562,c
387,78.60000610351562,c
385,78.60000610351562,c
381,78.60000610351562,c
379,78.60000610351562,c
377,78.60000610351562,c
374,78.60000610351562,c
372,78.60000610351562,c
371,78.60000610351562,c
368,78.60000610351562,c
365,78.60000610351562,c
362,78.60000610351562,c
359,78.60000610351562,c
356,78.60000610351562,c
354,78.60000610351562,c
351,78.60000610351562,c
347,78.60000610351562,c
345,78.60000610351562,c
343,78.60000610351562,c
339,77.60000610351562,c
336,77.60000610351562,c
333,76.60000610351562,c
330,76.60000610351562,c
328,76.60000610351562,c
325,75.60000610351562,c
322,75.60000610351562,c
320,75.60000610351562,c
317,75.60000610351562,c
316,75.60000610351562,c
314,75.60000610351562,c
313,73.60000610351562,c
309,72.60000610351562,c
307,72.60000610351562,c
305,72.60000610351562,c
304,72.60000610351562,c
303,72.60000610351562,c
300,71.60000610351562,c
295,70.60000610351562,c
293,69.60000610351562,c
290,69.60000610351562,c
289,68.60000610351562,c
288,68.60000610351562,c
285,68.60000610351562,c
282,66.60000610351562,c
281,65.60000610351562,c
280,65.60000610351562,c
279,65.60000610351562,c
277,64.60000610351562,c
276,64.60000610351562,c
273,63.600006103515625,c
272,63.600006103515625,c
271,63.600006103515625,c
269,63.600006103515625,c
269,63.600006103515625,c
268,63.600006103515625,c
268,62.600006103515625,c
266,61.600006103515625,c
264,61.600006103515625,c
261,60.600006103515625,c
259,60.600006103515625,c
258,60.600006103515625,c
257,60.600006103515625,c
256,60.600006103515625,c
255,60.600006103515625,c
254,60.600006103515625,c
255,60.600006103515625,c
256,59.600006103515625,c
193,434.5999984741211,c
193,434.5999984741211,c
196,432.5999984741211,c
